ft,spinup_g0.2_re,spinup_g0.2_im,spinup_g0.5_re,spinup_g0.5_im,spinup_g0.8_re,spinup_g0.8_im,spinup_g1.0_re,spinup_g1.0_im
1.702245358580e+01,9.857728171094e-01,-9.047904598160e-03,9.615736126124e-01,-4.106866989928e-02,9.428437284651e-01,-8.647019933312e-02,9.345759710476e-01,-1.197533846173e-01
1.718007351451e+01,9.846433774202e-01,-6.645062851345e-03,9.558611985256e-01,-3.430281120024e-02,9.303117991976e-01,-7.601921401461e-02,9.169418167799e-01,-1.074851114893e-01
1.733915292976e+01,9.839058491084e-01,-4.090311814230e-03,9.512731611821e-01,-2.669763760172e-02,9.195408282379e-01,-6.367260850402e-02,9.013916467069e-01,-9.252111409711e-02
1.749970534572e+01,9.835837829386e-01,-1.446743648755e-03,9.479436970243e-01,-1.843407067010e-02,9.108364891221e-01,-4.971249541743e-02,8.883612895276e-01,-7.519388750127e-02
1.766174440167e+01,9.836906062845e-01,1.218271637116e-03,9.459785597359e-01,-9.716495111353e-03,9.044611427109e-01,-3.447370207537e-02,8.782364089354e-01,-5.591065621639e-02
1.782528386321e+01,9.842287521792e-01,3.834703412581e-03,9.454506559301e-01,-7.684148606220e-04,9.006242362232e-01,-1.833748402468e-02,8.713390603211e-01,-3.514636917162e-02
1.799033762338e+01,9.851890424609e-01,6.331665067272e-03,9.463962695233e-01,8.172754201667e-03,8.994735226782e-01,-1.723428687659e-03,8.679150836977e-01,-1.343420250572e-02
1.815691970389e+01,9.865503659277e-01,8.639367872901e-03,9.488120870566e-01,1.686167415087e-02,9.010874464900e-01,1.492036988545e-02,8.681227996144e-01,8.646370699313e-03
1.832504425626e+01,9.882796872472e-01,1.069117700890e-02,9.526531889273e-01,2.505174252870e-02,9.054690411199e-01,3.112871860376e-02,8.720234842580e-01,3.048379811875e-02
1.849472556305e+01,9.903324153179e-01,1.242571436769e-02,9.578321575365e-01,3.250226785877e-02,9.125416727692e-01,4.643209981065e-02,8.795740938773e-01,5.145071505962e-02
1.866597803909e+01,9.926531508654e-01,1.378894532840e-02,9.642194323055e-01,3.898597985638e-02,9.221469387777e-01,6.037052707761e-02,8.906226850696e-01,7.092192608408e-02
1.883881623265e+01,9.951768223278e-01,1.473618056903e-02,9.716450131265e-01,4.429665960628e-02,9.340449896805e-01,7.250812789363e-02,9.049069346413e-01,8.829367040222e-02
1.901325482675e+01,9.978302067007e-01,1.523391959375e-02,9.799015781310e-01,4.825664739007e-02,9.479174891849e-01,8.244803407103e-02,9.220560995354e-01,1.030036467869e-01
1.918930864033e+01,1.000533818214e+00,1.526146039733e-02,9.887490389953e-01,5.072396370208e-02,9.633733566098e-01,8.984710316578e-02,9.415966731634e-01,1.145511879233e-01
1.936699262958e+01,1.003204132835e+00,1.481219996499e-02,9.979205080514e-01,5.159876396050e-02,9.799573521479e-01,9.442994726401e-02,9.629618896538e-01,1.225169002137e-01
1.954632188915e+01,1.005756101073e+00,1.389455346045e-02,1.007129597258e+00,5.082884113242e-02,9.971614679162e-01,9.600171256175e-02,9.855051032230e-01,1.265810278586e-01
1.972731165347e+01,1.008105885934e+00,1.253242627088e-02,1.016078911068e+00,4.841389446933e-02,1.014438979224e+00,9.445903766897e-02,1.008516928288e+00,1.265397643563e-01
1.990997729804e+01,1.010173747775e+00,1.076518274596e-02,1.024469535256e+00,4.440829812195e-02,1.031220893644e+00,8.979862370933e-02,1.031245870432e+00,1.223187250637e-01
2.009433434073e+01,1.011886983898e+00,8.647068564949e-03,1.032011263999e+00,3.892213159995e-02,1.046934414056e+00,8.212287788556e-02,1.052922013388e+00,1.139828154374e-01
2.028039844308e+01,1.013182818821e+00,6.246060127800e-03,1.038433250671e+00,3.212027550150e-02,1.061022910322e+00,7.164214646995e-02,1.072783158559e+00,1.017417846336e-01
2.046818541167e+01,1.014011132011e+00,3.642133969715e-03,1.043494716561e+00,2.421943079935e-02,1.072966777986e+00,5.867313459226e-02,1.090102647924e+00,8.595084596116e-02
2.065771119943e+01,1.014336904261e+00,9.249715385594e-04,1.046995309343e+00,1.548298778070e-02,1.082304457150e+00,4.363321914506e-02,1.104217946454e+00,6.710587564682e-02
2.084899190700e+01,1.014142262648e+00,-1.808860841823e-03,1.048784672670e+00,6.213750367751e-03,1.088652796974e+00,2.703049680096e-02,1.114558924729e+00,4.583286932418e-02
2.104204378413e+01,1.013428007672e+00,-4.459191163743e-03,1.048770772836e+00,-3.255388881249e-03,1.091725887454e+00,9.449569318457e-03,1.120674675546e+00,2.287153959952e-02
2.123688323101e+01,1.012214515480e+00,-6.925888218551e-03,1.046926531068e+00,-1.257263093292e-02,1.091351446968e+00,-8.466750763300e-03,1.122257629024e+00,-9.468261129928e-04
2.143352679969e+01,1.010541923174e+00,-9.112758086858e-03,1.043294333028e+00,-2.138001675249e-02,1.087483857385e+00,-2.603943468590e-02,1.119163707989e+00,-2.472686687923e-02
2.163199119551e+01,1.008469526395e+00,-1.093155002695e-02,1.037988032586e+00,-2.932734491991e-02,1.080212983798e+00,-4.257834841882e-02,1.111427297189e+00,-4.754134972810e-02
2.183229327845e+01,1.006074345465e+00,-1.230591133131e-02,1.031192135811e+00,-3.608677214395e-02,1.069768007012e+00,-5.740969200686e-02,1.099269892881e+00,-6.846712814105e-02
2.203445006465e+01,1.003448848797e+00,-1.317511586707e-02,1.023157943624e+00,-4.136752401352e-02,1.056515636245e+00,-6.990478569762e-02,1.083101458023e+00,-8.662363726658e-02
2.223847872778e+01,1.000697859437e+00,-1.349738257281e-02,1.014196546437e+00,-4.493007531314e-02,1.040952257233e+00,-7.950904928674e-02,1.063513734588e+00,-1.012124505799e-01
2.244439660055e+01,9.979347110675e-01,-1.325259949364e-02,1.004668698902e+00,-4.659911345389e-02,1.023689804832e+00,-8.576988280016e-02,1.041265057114e+00,-1.115562060578e-01
2.265222117615e+01,9.952767621649e-01,-1.244427714937e-02,9.949717536777e-01,-4.627458063649e-02,1.005435424037e+00,-8.836206405620e-02,1.017256565223e+00,-1.171350485565e-01
2.286197010975e+01,9.928404193020e-01,-1.110057300372e-02,9.855239943178e-01,-4.394010529188e-02,9.869652908964e-01,-8.710924346152e-02,9.925001182621e-01,-1.176186457027e-01
2.307366122001e+01,9.907358605688e-01,-9.274257001363e-03,9.767468721312e-01,-3.966818517944e-02,9.690932936519e-01,-8.200014901490e-02,9.680786585015e-01,-1.128918327954e-01
2.328731249056e+01,9.890616853469e-01,-7.041526536986e-03,9.690458117254e-01,-3.362157591511e-02,9.526356099504e-01,-7.319822327382e-02,9.451002323145e-01,-1.030720412096e-01
2.350294207158e+01,9.878997445857e-01,-4.499627212782e-03,9.627903956196e-01,-2.605047049651e-02,9.383725409096e-01,-6.104360439450e-02,9.246473389451e-01,-8.851687430908e-02
2.372056828129e+01,9.873104237174e-01,-1.763292078414e-03,9.582948595609e-01,-1.728522625280e-02,9.270092574140e-01,-4.604663688189e-02,9.077237078002e-01,-6.982051985561e-02
2.394020960753e+01,9.873286559797e-01,1.039925207087e-03,9.557999166385e-01,-7.724601728552e-03,9.191373571677e-01,-2.887245136282e-02,8.952009788933e-01,-4.779812729904e-02
2.416188470934e+01,9.879609350785e-01,3.775281326981e-03,9.554569698718e-01,2.180299254805e-03,9.151993010587e-01,-1.031657821326e-02,8.877680469634e-01,-2.345782411989e-02
2.438561241852e+01,9.891835712388e-01,6.307229386354e-03,9.573157606276e-01,1.194592511589e-02,9.154578734548e-01,8.727956824713e-03,8.858859979385e-01,2.039318316687e-03
2.461141174125e+01,9.909423928974e-01,8.506287464031e-03,9.613164267610e-01,2.107930321907e-02,9.199727745784e-01,2.731108577841e-02,8.897515890960e-01,2.743035626764e-02
2.483930185971e+01,9.931540376190e-01,1.025606093160e-02,9.672868051333e-01,2.910322966783e-02,9.285862894266e-01,4.447219782395e-02,8.992720781618e-01,5.141083267538e-02
2.506930213368e+01,9.957089013701e-01,1.146004589179e-02,9.749456068919e-01,3.558242633889e-02,9.409196777581e-01,5.929066779901e-02,9.140538751751e-01,7.270194330805e-02
2.530143210220e+01,9.984757273438e-01,1.204781370349e-02,9.839118234254e-01,4.014928127599e-02,9.563814916346e-01,7.093793554520e-02,9.334069668653e-01,9.012135122046e-02
2.553571148526e+01,1.001307717624e+00,1.198016983964e-02,9.937203937200e-01,4.252766022254e-02,9.741884578165e-01,7.872828711082e-02,9.563663505778e-01,1.026539157265e-01
2.577216018542e+01,1.004049947861e+00,1.125289769044e-02,1.003843792421e+00,4.255322545874e-02,9.933988787511e-01,8.216524607006e-02,9.817308307357e-01,1.095181828142e-01
2.601079828953e+01,1.006547762702e+00,9.898741752074e-03,1.013718799769e+00,4.018873793776e-02,1.012957735325e+00,8.098040336687e-02,1.008118507235e+00,1.102242714239e-01
2.625164607046e+01,1.008655734746e+00,7.987355905765e-03,1.022777312035e+00,3.553296092096e-02,1.031751854901e+00,7.516162695116e-02,1.034037168861e+00,1.046188296423e-01
2.649472398877e+01,1.010246689736e+00,5.623040436141e-03,1.030479670355e+00,2.882203355726e-02,1.048672687197e+00,6.496791943966e-02,1.057966656991e+00,9.291306217767e-02
2.674005269449e+01,1.011220243067e+00,2.940213319323e-03,1.036348656260e+00,2.042254014184e-02,1.062683464207e+00,5.092874297402e-02,1.078449159422e+00,7.569046661844e-02
2.698765302884e+01,1.011510264728e+00,9.670223610319e-05,1.040002053871e+00,1.081595630889e-02,1.072886870095e+00,3.382640081452e-02,1.094182414495e+00,5.389186350264e-02
2.723754602605e+01,1.011090697824e+00,-2.734903336175e-03,1.041181541479e+00,5.746897355795e-04,1.078588876205e+00,1.466103366658e-02,1.104110040241e+00,2.877654429820e-02
2.748975291510e+01,1.009979204393e+00,-5.377444836396e-03,1.039775675123e+00,-9.669476243825e-03,1.079354165860e+00,-5.401084346397e-03,1.107502739557e+00,1.859847180547e-03
2.774429512154e+01,1.008238203873e+00,-7.660389211612e-03,1.035834884414e+00,-1.926311718870e-02,1.075048636533e+00,-2.509403806213e-02,1.104024050191e+00,-2.517086814522e-02
2.800119426931e+01,1.005973003729e+00,-9.431354603866e-03,1.029576727935e+00,-2.757307323915e-02,1.065864862875e+00,-4.313038858941e-02,1.093774671631e+00,-5.055813512466e-02
2.826047218259e+01,1.003326894674e+00,-1.056720087475e-02,1.021380152821e+00,-3.403000068084e-02,1.052327153389e+00,-5.828656697980e-02,1.077310250152e+00,-7.258877342863e-02
2.852215088761e+01,1.000473287171e+00,-1.098386757695e-02,1.011768158031e+00,-3.817064569240e-02,1.035273932258e+00,-6.949017757304e-02,1.055628847011e+00,-8.971382680037e-02
2.878625261460e+01,9.976051902459e-01,-1.064414559042e-02,1.001379046028e+00,-3.967568666280e-02,1.015816593320e+00,-7.590309771528e-02,1.030126123543e+00,-1.006659123787e-01
2.905279979959e+01,9.949225635321e-01,-9.562634693886e-03,9.909273207136e-01,-3.839997329718e-02,9.952756411580e-01,-7.699388554987e-02,1.002518478103e+00,-1.045651156158e-01
2.932181508638e+01,9.926182913858e-01,-7.807271693667e-03,9.811561936714e-01,-3.439221733690e-02,9.750967590611e-01,-7.259309054545e-02,9.747368457955e-01,-1.010044295757e-01
2.959332132843e+01,9.908637144145e-01,-5.497011351162e-03,9.727845270791e-01,-2.790167916530e-02,9.567512994588e-01,-6.292566486221e-02,9.487964618295e-01,-9.010630140171e-02
2.986734159082e+01,9.897947890405e-01,-2.795498510744e-03,9.664517927141e-01,-1.937014556862e-02,9.416274301427e-01,-4.861582619245e-02,9.266503947841e-01,-7.254317170265e-02
3.014389915219e+01,9.895000108733e-01,9.912833916710e-05,9.626651819156e-01,-9.408482332064e-03,9.309196242297e-01,-3.066141013365e-02,9.100368522405e-01,-4.951697829197e-02
3.042301750675e+01,9.900112169569e-01,2.967833328839e-03,9.617532844364e-01,1.241777916323e-03,9.255251857841e-01,-1.037690857659e-02,9.003319118785e-01,-2.269538099317e-02
3.070472036624e+01,9.912982646202e-01,5.586879860205e-03,9.638306995356e-01,1.176006133764e-02,9.259569002715e-01,1.069309703739e-02,8.984202087086e-01,5.894187748952e-03
3.098903166195e+01,9.932683668692e-01,7.745524093607e-03,9.687775047899e-01,2.130853278671e-02,9.322805623873e-01,3.088570173894e-02,9.045960175299e-01,3.400784276107e-02
3.127597554678e+01,9.957705507920e-01,9.263855221477e-03,9.762366690035e-01,2.909976080482e-02,9.440849823620e-01,4.854957020823e-02,9.185059692562e-01,5.935736376352e-02
3.156557639728e+01,9.986053107929e-01,1.000927445502e-02,9.856312719526e-01,3.446501170357e-02,9.604900876385e-01,6.218349867981e-02,9.391422713861e-01,7.979903442689e-02
3.185785881570e+01,1.001539077207e+00,9.910062633715e-03,9.962018416965e-01,3.691727817120e-02,9.801959785275e-01,7.057234585524e-02,9.648918094228e-01,9.352425656213e-02
3.215284763209e+01,1.004322647088e+00,8.964581292639e-03,1.007062337314e+00,3.620296993718e-02,1.001572408157e+00,7.290799415150e-02,9.936420473920e-01,9.923512615368e-02
3.245056790644e+01,1.006712269654e+00,7.244894872751e-03,1.017271427891e+00,3.233656284823e-02,1.022784369764e+00,6.888298798650e-02,1.022939504829e+00,9.628762767673e-02
3.275104493075e+01,1.008491691069e+00,4.893990608563e-03,1.025913916646e+00,2.561346406340e-02,1.041945598789e+00,5.874566250911e-02,1.050191165265e+00,8.478616613667e-02
3.305430423125e+01,1.009493189854e+00,2.116290451902e-03,1.032185622435e+00,1.659789821874e-02,1.057288206282e+00,4.330798738776e-02,1.072893965715e+00,6.561595015489e-02
3.336037157050e+01,1.009615519680e+00,-8.382369305760e-04,1.035473954490e+00,6.084683832827e-03,1.067333760932e+00,2.390095070997e-02,1.088873089682e+00,4.040424543097e-02
3.366927294962e+01,1.008836755359e+00,-3.695395158666e-03,1.035425979572e+00,-4.963783587401e-03,1.071049333654e+00,2.276907409413e-03,1.096506713990e+00,1.140753292752e-02
3.398103461049e+01,1.007220330929e+00,-6.181894850898e-03,1.031996125291e+00,-1.550139353802e-02,1.067971666573e+00,-1.953641520558e-02,1.094913672359e+00,-1.867127024739e-02
3.429568303798e+01,1.004913065978e+00,-8.052127351337e-03,1.025466869636e+00,-2.449651493708e-02,1.058283985853e+00,-3.942008501131e-02,1.084081611425e+00,-4.692372770570e-02
3.461324496219e+01,1.002134674953e+00,-9.113997101246e-03,1.016437833683e+00,-3.103580016532e-02,1.042833157813e+00,-5.537101135586e-02,1.064916859557e+00,-7.051572949246e-02
3.493374736073e+01,9.991590956139e-01,-9.251053599887e-03,1.005781524117e+00,-3.442331599968e-02,1.023079817296e+00,-6.571242226057e-02,1.039203390963e+00,-8.698073414277e-02
3.525721746102e+01,9.962888846933e-01,-8.438263069051e-03,9.945673628536e-01,-3.426408077024e-02,1.000980489812e+00,-6.928575563248e-02,1.009466641300e+00,-9.449651301994e-02
3.558368274258e+01,9.938248182788e-01,-6.749166526016e-03,9.839592917770e-01,-3.052158190030e-02,9.788080788396e-01,-6.560149682641e-02,9.787478994712e-01,-9.211390207941e-02
3.591317093938e+01,9.920335960439e-01,-4.352883354750e-03,9.750957685978e-01,-2.354058839391e-02,9.589246906878e-01,-5.492853721825e-02,9.503056506513e-01,-7.990783536380e-02
3.624571004220e+01,9.911170743027e-01,-1.500399233065e-03,9.689639421848e-01,-1.402954125352e-02,9.435277636064e-01,-3.830630273603e-02,9.272704250028e-01,-5.902638161775e-02
3.658132830100e+01,9.911866458442e-01,1.499252845384e-03,9.662817737970e-01,-3.000830839024e-03,9.343959246423e-01,-1.747104801231e-02,9.122881204290e-01,-3.162254053583e-02
3.692005422731e+01,9.922461723829e-01,4.311063323139e-03,9.674024647813e-01,8.327976738767e-03,9.326640174148e-01,5.303163797298e-03,9.071921176756e-01,-6.656254436175e-04
3.726191659668e+01,9.941862248575e-01,6.611332690498e-03,9.722544802560e-01,1.866390036617e-02,9.386565808449e-01,2.743800362938e-02,9.127456575198e-01,3.035686874042e-02
3.760694445109e+01,9.967913147487e-01,8.126180277901e-03,9.803276066878e-01,2.678656915509e-02,9.518052485048e-01,4.633785101760e-02,9.284921128484e-01,5.782140996996e-02
3.795516710145e+01,9.997603806340e-01,8.666701483755e-03,9.907109463686e-01,3.169812084295e-02,9.706680136426e-01,5.970010152822e-02,9.527416903965e-01,7.839574346251e-02
3.830661413008e+01,1.002739161143e+00,8.156127913362e-03,1.002182870651e+00,3.275652952987e-02,9.930574817782e-01,6.581236198622e-02,9.827091189980e-01,8.946239367176e-02
3.866131539320e+01,1.005361421961e+00,6.644865534946e-03,1.013346302338e+00,2.977399684774e-02,1.016272044565e+00,6.379765238782e-02,1.014799131930e+00,8.948427104218e-02
3.901930102350e+01,1.007294528952e+00,4.310416273815e-03,1.022796055236e+00,2.306455860409e-02,1.037409775028e+00,5.377113254396e-02,1.045016850642e+00,7.825970299227e-02
3.938060143267e+01,1.008283800568e+00,1.440863987405e-03,1.029299236311e+00,1.343003880748e-02,1.053731561710e+00,3.687951351074e-02,1.069460935042e+00,5.702291930431e-02
3.974524731401e+01,1.008189638507e+00,-1.597325700251e-03,1.031965848081e+00,2.080601223977e-03,1.063029552379e+00,1.520693086291e-02,1.084841343120e+00,2.836194547507e-02
4.011326964502e+01,1.007011779070e+00,-4.404214666053e-03,1.030385542526e+00,-9.505281722934e-03,1.063951283289e+00,-8.452384869933e-03,1.088953513965e+00,-4.052163867935e-03
4.048469969005e+01,1.004896193888e+00,-6.598943259515e-03,1.024708546657e+00,-1.976761848896e-02,1.056230474989e+00,-3.093559741333e-02,1.081039124963e+00,-3.590503600020e-02
4.085956900291e+01,1.002122148329e+00,-7.873227674104e-03,1.015654289943e+00,-2.727643746888e-02,1.040783252152e+00,-4.912943493762e-02,1.061971806145e+00,-6.280154262318e-02
4.123790942962e+01,9.990695215383e-01,-8.038252619294e-03,1.004439910607e+00,-3.094004521968e-02,1.019643423839e+00,-6.041219749145e-02,1.034224609667e+00,-8.088200757267e-02
4.161975311107e+01,9.961694022834e-01,-7.057567231338e-03,9.926317612819e-01,-3.017935369002e-02,9.957312620273e-01,-6.305726854700e-02,1.001603389970e+00,-8.740702604352e-02
4.200513248574e+01,9.938437984662e-01,-5.059890706543e-03,9.819349311362e-01,-2.503932358567e-02,9.724746250960e-01,-5.653454814782e-02,9.687636853273e-01,-8.122089185433e-02
4.239408029250e+01,9.924425812765e-01,-2.328136624712e-03,9.739469273412e-01,-1.621496772065e-02,9.533259974147e-01,-4.165466916359e-02,9.405638683456e-01,-6.301196839947e-02
4.278662957335e+01,9.921870848952e-01,7.357485466345e-04,9.699101210502e-01,-4.980139120053e-03,9.412401457837e-01,-2.051912192479e-02,9.213388790749e-01,-3.531069467002e-02
4.318281367626e+01,9.931297446603e-01,3.666768606189e-03,9.705015870272e-01,6.978598795562e-03,9.381906380724e-01,3.733981225411e-03,9.142010666680e-01,-2.200797203512e-03
4.358266625795e+01,9.951375903642e-01,6.006617003442e-03,9.756972196667e-01,1.780518950981e-02,9.448060279341e-01,2.736695764080e-02,9.204824244764e-01,3.123718126772e-02
4.398622128684e+01,9.979043546629e-01,7.377102950169e-03,9.847389179712e-01,2.576195631394e-02,9.601959751250e-01,4.660842903871e-02,9.394222789503e-01,5.968474424565e-02
4.439351304584e+01,1.000991711353e+00,7.545502154309e-03,9.962196287624e-01,2.951866676312e-02,9.820137537096e-01,5.826640696215e-02,9.681752778260e-01,7.844010422614e-02
4.480457613532e+01,1.003895285881e+00,6.470175004865e-03,1.008282669511e+00,2.839431788043e-02,1.006766630217e+00,6.028974399041e-02,1.002168504354e+00,8.423360423483e-02
4.521944547603e+01,1.006126348182e+00,4.316942992858e-03,1.018911616002e+00,2.250598162853e-02,1.030343977203e+00,5.217690123864e-02,1.035779319278e+00,7.586028343468e-02
4.563815631206e+01,1.007296375562e+00,1.440819695646e-03,1.026268497092e+00,1.279034563243e-02,1.048691226562e+00,3.514649622061e-02,1.063245726575e+00,5.450187985183e-02
4.606074421386e+01,1.007189788823e+00,-1.666706380938e-03,1.029024726620e+00,8.825692046442e-04,1.058523511625e+00,1.201717769308e-02,1.079669277483e+00,2.365178556042e-02
4.648724508124e+01,1.005810738038e+00,-4.458364346914e-03,1.026624388812e+00,-1.113863556698e-02,1.057953644708e+00,-1.320847971364e-02,1.081937693137e+00,-1.138082053573e-02
4.691769514643e+01,1.003393097784e+00,-6.427433267792e-03,1.019425367730e+00,-2.110500478409e-02,1.046910873306e+00,-3.600698043150e-02,1.069389660210e+00,-4.433588032119e-02
4.735213097713e+01,1.000368591547e+00,-7.203116555612e-03,1.008680844377e+00,-2.715458848138e-02,1.027252506577e+00,-5.214252143595e-02,1.044072867507e+00,-6.910888231136e-02
4.779058947968e+01,9.972954378441e-01,-6.626768081204e-03,9.963502075116e-01,-2.809791069279e-02,1.002518589824e+00,-5.848049961611e-02,1.010507783458e+00,-8.091025905812e-02
4.823310790212e+01,9.947578598019e-01,-4.792565417232e-03,9.847605611389e-01,-2.368076575488e-02,9.773441168416e-01,-5.364840540132e-02,9.749566443540e-01,-7.725739583656e-02
4.867972383740e+01,9.932536851933e-01,-2.041523525145e-03,9.761720725868e-01,-1.468243591665e-02,9.566131751307e-01,-3.839930221253e-02,9.442958079147e-01,-5.858726099066e-02
4.913047522657e+01,9.930915098645e-01,1.094024619891e-03,9.723257472115e-01,-2.814695951302e-03,9.445012763400e-01,-1.557715762716e-02,9.246813403572e-01,-2.833065214762e-02
4.958540036199e+01,9.943192267288e-01,3.988481824771e-03,9.740644976716e-01,9.575784421226e-03,9.435916598747e-01,1.034580203066e-02,9.202620097092e-01,7.617695044592e-03
5.004453789059e+01,9.967014904841e-01,6.046931583891e-03,9.811130084927e-01,1.995749562108e-02,9.542566874574e-01,3.410292795861e-02,9.322127319599e-01,4.197922787208e-02
5.050792681715e+01,9.997551453758e-01,6.831041166747e-03,9.920774028790e-01,2.613503958634e-02,9.744601993799e-01,5.069559079319e-02,9.583238660233e-01,6.754405958224e-02
5.097560650763e+01,1.002840045458e+00,6.160011092769e-03,1.004684660731e+00,2.673502912765e-02,1.000062534772e+00,5.647584543701e-02,9.932872859199e-01,7.871660238996e-02
5.144761669248e+01,1.005290203758e+00,4.162292296148e-03,1.016230892973e+00,2.154708330008e-02,1.025607673127e+00,5.001305900477e-02,1.029681543899e+00,7.282281281576e-02
5.192399747005e+01,1.006559545323e+00,1.262256920725e-03,1.024157150555e+00,1.163061224240e-02,1.045460879857e+00,3.253046680565e-02,1.059500829817e+00,5.086376756884e-02
5.240478930998e+01,1.006350459168e+00,-1.900811628521e-03,1.026633275718e+00,-8.580556677389e-04,1.055069988512e+00,7.772366375650e-03,1.075929847582e+00,1.749182560467e-02
5.289003305663e+01,1.004693956380e+00,-4.608580541561e-03,1.023015294428e+00,-1.310340822244e-02,1.052069115523e+00,-1.871988879817e-02,1.074975462528e+00,-1.985783883939e-02
5.337976993256e+01,1.001958377748e+00,-6.227198489245e-03,1.014057099407e+00,-2.225403494920e-02,1.036949565817e+00,-4.080674363610e-02,1.056556022417e+00,-5.255404204194e-02
5.387404154205e+01,9.987783595911e-01,-6.361750288715e-03,1.001803460575e+00,-2.609860101087e-02,1.013096642926e+00,-5.317978146812e-02,1.024735525708e+00,-7.276006208624e-02
5.437288987460e+01,9.959144457003e-01,-4.963206409296e-03,9.891617809760e-01,-2.363410279363e-02,9.861248023103e-01,-5.269301784530e-02,9.869653668383e-01,-7.537793490131e-02
5.487635730851e+01,9.940721553395e-01,-2.357212680925e-03,9.792301677070e-01,-1.537537041724e-02,9.626120241674e-01,-3.925543163809e-02,9.524300318417e-01,-5.945746528139e-02
5.538448661451e+01,9.937226843966e-01,8.193288288681e-04,9.745299950506e-01,-3.304161575919e-03,9.484989532272e-01,-1.601791124903e-02,9.298329859889e-01,-2.866235247801e-02
5.589732095932e+01,9.949714758692e-01,3.765575980693e-03,9.763321518581e-01,9.561464848161e-03,9.475351658762e-01,1.125869705491e-02,9.251425805554e-01,9.414976575865e-03
5.641490390941e+01,9.975132017223e-01,5.716674260593e-03,9.842621575098e-01,1.989867044731e-02,9.601852045248e-01,3.556382952944e-02,9.398870840744e-01,4.501698713814e-02
5.693727943463e+01,1.000692629902e+00,6.147589153410e-03,9.963146690464e-01,2.494394030099e-02,9.833293552490e-01,5.042894353867e-02,9.705064703569e-01,6.869146897004e-02
5.746449191197e+01,1.003664031075e+00,4.925903954003e-03,1.009310211209e+00,2.326676998703e-02,1.010913795437e+00,5.170258823713e-02,1.009036049770e+00,7.386138169799e-02
5.799658612934e+01,1.005613639662e+00,2.366989224716e-03,1.019707440385e+00,1.523071866085e-02,1.035457236325e+00,3.881526464589e-02,1.045056291977e+00,5.879048509400e-02
5.853360728937e+01,1.005988102875e+00,-8.323954384262e-04,1.024574033599e+00,2.983903862250e-03,1.050067708318e+00,1.513029468680e-02,1.068476069304e+00,2.733349421980e-02
5.907560101322e+01,1.004664085230e+00,-3.773571212295e-03,1.022452030657e+00,-1.006052873544e-02,1.050437135106e+00,-1.280404640407e-02,1.072426821549e+00,-1.185788151786e-02
5.962261334451e+01,1.002004563458e+00,-5.605978997153e-03,1.013855593474e+00,-2.014802058399e-02,1.036228548551e+00,-3.698338348703e-02,1.055431172805e+00,-4.758421007789e-02
6.017469075318e+01,9.987753540182e-01,-5.779758223284e-03,1.001220375263e+00,-2.427206707415e-02,1.011387399529e+00,-5.023261930936e-02,1.022132761699e+00,-6.926819670034e-02
6.073188013947e+01,9.959350148120e-01,-4.224874272008e-03,9.882707378283e-01,-2.111488310369e-02,9.831840023457e-01,-4.840660248033e-02,9.822325018939e-01,-7.016962636386e-02
6.129422883790e+01,9.943517458710e-01,-1.395452812612e-03,9.789475612524e-01,-1.153637361330e-02,9.601660799273e-01,-3.181978117401e-02,9.477931645716e-01,-4.965751637012e-02
6.186178462127e+01,9.945295155122e-01,1.846138580291e-03,9.761933659125e-01,1.582182627053e-03,9.495641961646e-01,-5.385534589367e-03,9.296076678739e-01,-1.373841975924e-02
6.243459570474e+01,9.964313629913e-01,4.482351039055e-03,9.809695194332e-01,1.414749936706e-02,9.549288838641e-01,2.269741311481e-02,9.337054579610e-01,2.648954781246e-02
6.301271074993e+01,9.994654662477e-01,5.660464287968e-03,9.918453331762e-01,2.211218805919e-02,9.747890142745e-01,4.341721403171e-02,9.591466900734e-01,5.814584450583e-02
6.359617886903e+01,1.002652542626e+00,4.979774336677e-03,1.005345841523e+00,2.280547401061e-02,1.002868802237e+00,4.986734578059e-02,9.979539888788e-01,7.070674403187e-02
6.418504962900e+01,1.004933952237e+00,2.646752394072e-03,1.017008870617e+00,1.589556149519e-02,1.029932663606e+00,3.966878905857e-02,1.037402360537e+00,5.965580368139e-02
6.477937305575e+01,1.005527303717e+00,-5.661504203086e-04,1.022852594568e+00,3.621330274597e-03,1.046773810941e+00,1.602002378293e-02,1.064099181149e+00,2.834763293112e-02
6.537919963841e+01,1.004209969340e+00,-3.560543509804e-03,1.020778613401e+00,-9.852388931029e-03,1.047407701687e+00,-1.311676522474e-02,1.068594272334e+00,-1.273095723895e-02
6.598458033363e+01,1.001423986840e+00,-5.283032434858e-03,1.011407078789e+00,-1.980514630198e-02,1.031354436026e+00,-3.757394569877e-02,1.048929857775e+00,-4.927972364641e-02
6.659556656988e+01,9.981492823905e-01,-5.104598230764e-03,9.979918763630e-01,-2.262645251323e-02,1.004101816660e+00,-4.851484430683e-02,1.011748042271e+00,-6.812037199076e-02
6.721221025184e+01,9.955719158472e-01,-3.070016472686e-03,9.853654033848e-01,-1.719066340995e-02,9.754131578123e-01,-4.173563526349e-02,9.703230234280e-01,-6.207949015628e-02
6.783456376480e+01,9.946536860802e-01,8.687400943263e-05,9.782216417597e-01,-5.401080505251e-03,9.559179219559e-01,-1.947442059500e-02,9.399728814777e-01,-3.298358480167e-02
